0     DEBUG [main] org.fireinsight.util.Props - Props: envPropFileName : null
0     DEBUG [main] org.fireinsight.util.Props - Props: Using default env file: /props/env/dev/scriptinsight.properties
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [IgnoreList=http://gaotop:8080/petstore/faces/static/META-INF/dojo/bpcatalog/dojo.js]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [ProxyServerPort=2554]
16    DEBUG [main] org.fireinsight.util.Props - Props: Request for property [TaskPoolSize=20]
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                               Cookie: op203homepagegum4=mvt-no; switchEdition=false; s_sess=%20s_cc%3Dtrue%3B%20s_sq%3D%3B; rsi_segs_ttn=A09801_10001; adDEmas=R00&hi&shawcable.net&73&can&-1&0&56&-&-&-&1836&; adDEon=true; CNNid=629d4f47-27745-1265877200-685
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:33:29 GMT
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Server: Apache
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Last-Modified: Wed, 28 Oct 2009 14:26:23 GMT
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Accept-Ranges: bytes
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: max-age=60
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 08:34:08 GMT
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Content-Type: image/x-icon
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                X-Pad: avoid browser bug
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Keep-Alive: timeout=2, max=10
1448110 INFO  [pool-1-thread-19] org.fireinsight.proxy.ProxyHandler -                                Connection: Keep-Alive
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing.clients.google.com/safebrowsing/downloads?client=navclient-auto-ffox&appver=3.0.15&pver=2.2&wrkey=AKEgNiteVSzMkylgI74J31Sc0ZlSu-vYh6ZQEAaNJzqvfR84HXZb4izplr3YS5uszg2O2jqDQlmOZBKr7eebleYeZ89OT1THiQ==]
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing.clients.google.com
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Content-Type: text/plain
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Content-Length: 114
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-update
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Set-Cookie: PREF=ID=5e6154a6d8aff566:TM=1265877310:LM=1265877310:S=aYgB7j5Yajr3ZO6c; expires=Sat, 11-Feb-2012 08:35:10 GMT; path=/; domain=.google.com
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:35:10 GMT
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Expires: Thu, 11 Feb 2010 08:35:10 GMT
1550110 INFO  [pool-1-thread-7] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: private
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGJ-kAyCjpAMyBR_SAAAf]
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=5e6154a6d8aff566:TM=1265877310:LM=1265877310:S=aYgB7j5Yajr3ZO6c
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:35:10 GMT
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
1550235 INFO  [pool-1-thread-21] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGKSkAyCopAMyBSTSAAAf]
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1550375 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=5e6154a6d8aff566:TM=1265877310:LM=1265877310:S=aYgB7j5Yajr3ZO6c
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:35:10 GMT
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
1550391 INFO  [pool-1-thread-17] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGKmkAyDQpAMyCinSAAD_____9wA]
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=5e6154a6d8aff566:TM=1265877310:LM=1265877310:S=aYgB7j5Yajr3ZO6c
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Content-Type: application/vnd.google.safebrowsing-chunk
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Date: Thu, 11 Feb 2010 08:35:10 GMT
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                Server: Chunked Update Server
1550485 INFO  [pool-1-thread-18] org.fireinsight.proxy.ProxyHandler -                                X-XSS-Protection: 0
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >> Request [http://safebrowsing-cache.google.com/safebrowsing/rd/ChFnb29nLXBoaXNoLXNoYXZhchABGNGkAyCgpQMyD1HSAAD_____________AA]
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Request Headers: 
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Host: safebrowsing-cache.google.com
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.15) Gecko/2009101601 Firefox/3.0.15 (.NET CLR 3.5.30729)
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Keep-Alive: 300
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Cookie: PREF=ID=5e6154a6d8aff566:TM=1265877310:LM=1265877310:S=aYgB7j5Yajr3ZO6c
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler - >>               Response Headers: 
1550672 INFO  [pool-1-thread-13] org.fireinsight.proxy.ProxyHandler -                                Cache-Control: public,max-age=21600
